TaxonID	#	rank	taxon	author	vernacularFI	obsoleteFI
			Melanotaenia sembrae 	Kadarusman, Carman & Pouyaud, 2015 	oliivisateenkaarikala			
			Melanotaenia senckenbergianus 	Weber, 1911 	orvokkisateenkaarikala			
			Melanotaenia sexlineata 	(Munro, 1964) 	juovasateenkaarikala			
			Melanotaenia sikuensis 	Kadarusman, Sudarto & Pouyaud, 2015 	sahramisateenkaarikala			
			Melanotaenia sneideri 	Allen & Hadiaty, 2013 	hehkueväsateenkaarikala			
			Melanotaenia solata 	Taylor, 1964 	tulipyrstösaateenkaarikala			
			Melanotaenia splendida 	(Peters, 1866) 	sateenkaarikala			
			Melanotaenia susii 	Kadarusman, Hubert & Pouyaud, 2015 	raitasateenkaarikala			
			Melanotaenia sylvatica	Allen, 1997 (Forest rainbowfish) 	aarnisateenkaarikala			
			Melanotaenia synergos	Allen & Unmack, 2008 	sinikylkisateenkaarikala			
			Melanotaenia trifasciata 	(Rendahl, 1922) 	hohtosateenkaarikala			
			Melanotaenia urisa 	Kadarusman, Setia Wibawa & Pouyaud, 2012 	keltajuovasateenkaarikala			
			Melanotaenia utcheensis 	McGuigen, 2001 	helosateenkaarikala			
			Melanotaenia vanheurni 	(Weber & de Beaufort, 1922) 	isosateenkaarikala			
			Melanotaenia veoliae 	Kadarusman, Caruso & Pouyaud, 2012 	rusoeväsateenkaarikala			
			Melanotaenia wanoma 	Kadarusman, Ségura & Pouyaud, 2012 	ruskoselkäsateenkaarikala			
			Melanotaenia wisloni 	Hammer, Allen, Martin, Adams & Unmack, 2019 	keltasateenkaarikala			
			Melanotaenia wokamensis 	Allen, Hadiaty, Unmack & Erdmann, 2015	lasuurisateenkaarikala			
		suku	Pelangia	Allen, 1998				
			Pelangia mbutaensis	Allen, 1998	keltakirjokala			
		suku	Rhadinocentrus	Regan, 1914				
			Rhadinocentrus ornatus	Regan, 1914	verkkokirjokala			
MX.5086718		heimo	Pseudomugilidae		sinisilmät			
		suku	Kiunga	Allen, 1983				
			Kiunga ballochi 	Allen, 1983 	kuultosinisilmä			
			Kiunga bleheri 	Allen, 2004	saumasinisilmä			
		suku	Pseudomugil	Kner, 1866				
			Pseudomugil connieae 	(Allen, 1981) 	purosinisilmä			
			Pseudomugil cyanodorsalis 	Allen & Sarti, 1983 	sirppisinisilmä			
			Pseudomugil furcatus 	Nichols, 1955 	kultasinisilmä			
			Pseudomugil gertrudae 	Weber, 1911 	pilkkusinisilmä			
			Pseudomugil inconspicuus	Roberts, 1978 	lasisinisilmä	 		
			Pseudomugil ivantsoffi 	Allen & Renyaan, 1999 	liekkisinisilmä			
			Pseudomugil luminatus 	Allen, Unmack & Hadiaty, 2016 	neonsinisilmä			
			Pseudomugil majusculus 	Ivantsoff & Allen, 1984 	keltasinisilmä			
			Pseudomugil mellis 	Allen & Ivantsoff, 1982 	hunajasinisilmä			
			Pseudomugil novaeguineae 	Weber, 1907 	sirosinisilmä			
			Pseudomugil paludicola 	Allen & R. Moore, 1981 	suosinisilmä			
			Pseudomugil paskai 	Allen & Ivantsoff, 1986 	hohtosinisilmä			
			Pseudomugil pellucidus 	Allen & Ivantsoff, 1998 	lasuurisinisilmä			
			Pseudomugil reticulatus 	Allen & Ivantsoff, 1986 	verkkosinisilmä			
			Pseudomugil signifer 	Kner, 1866 	perhosinisilmä			
			Pseudomugil tenellus 	Taylor, 1964	pikkusinisilmä			
		suku	Scaturiginichthys	Ivantsoff, Unmack, Saeed & Crowley, 1991				
			Scaturiginichthys vermeilipinnis	Ivantsoff, Unmack, Saeed & Crowley, 1991	kääpiösinisilmä			
MX.5086719		heimo	Telmatherinidae		sädekalat			
		suku	Kalyptatherina	Saeed & Ivantsoff, 1991				
			Kalyptatherina helodes	(Ivantsoff & Allen, 1984)	purjesädekala			
		suku	Marosatherina	Aarn, Ivantsoff & Kottelat, 1998				
			Marosatherina ladigesi	(Ahl, 1936)	sädekala			
		suku	Paratherina	Kottelat, 1990				
			Paratherina cyanea 	Aurich, 1935	suurisilmäsädekala 			
			Paratherina labiosa 	Aurich, 1935	huulisädekala 			
			Paratherina striata 	Aurich, 1935	raitasädekala 			
			Paratherina wolterecki 	Aurich, 1935	tummasädekala 			
		suku	Telmatherina	Boulenger, 1897				
			Telmatherina abendanoni 	Weber, 1913	harmaasädekala 			
			Telmatherina albolabiosa	Tantu & Nilawati, 2008	valkohuulisädekala			
			Telmatherina antoniae 	Kottelat, 1991	keltaeväsädekala 			
			Telmatherina bonti 	Weber & de Beaufort, 1922	notkosädekala 			
			Telmatherina celebensis 	Boulenger, 1897 	keltasädekala			
			Telmatherina obscura 	Kottelat, 1991	kuonosädekala 			
			Telmatherina opudi 	Kottelat, 1991	laikkusädekala 			
			Telmatherina prognatha 	Kottelat, 1991	leukasädekala 			
			Telmatherina sarasinorum	Kottelat, 1991	kultasädekala 			
			Telmatherina wahjui 	Kottelat, 1991	vankkasädekala 			
		suku	Tominanga	Kottelat, 1990				
			Tominanga aurea 	Kottelat, 1990	kultasädekala 			
			Tominanga sanguicauda 	Kottelat, 1990	punapyrstösädekala			
MX.5086720		heimo	Notocheiridae		tyrskyhopeakyljet			
		suku	Notocheirus	Clark, 1937				
			Notocheirus hubbsi	Clark, 1937	tyrskyhopeakylki			
MX.5086721		heimo	Isonidae		tyrskykalat			
		suku	Iso	Jordan & Starks, 1901				
			Iso flosmaris 	Jordan & Starks, 1901 	japanintyrskykala			
			Iso hawaiiensis 	Gosline, 1952 	havaijintyrskykala			
			Iso natalensis 	Regan, 1919 	juovatyrskykala			
			Iso nesiotes	Saeed, Ivantsoff & Crowley, 1993 	samoantyrskykala			
			Iso rhothophilus 	(Ogilby, 1895)	hopeatyrskykala			
MX.5086722		heimo	Atherionidae		okahopeakyljet			
		suku	Atherion	Jordan & Starks, 1901				
			Atherion elymus 	Jordan & Starks, 1901 	okahopeakylki			
MX.5086723		heimo	Dentatherinidae		hammassädekalat			
		suku	Dentatherina	Patten & Ivantsoff, 1983				
			Dentatherina merceri	Patten & Ivantsoff, 1983	hammassädekala			
MX.5086724		heimo	Phallostethidae		sarsat			
		suku	Gulaphallus	Herre, 1925				
			Gulaphallus eximius 	Herre, 1925	sarsa			
			Gulaphallus mirabilis 	Herre, 1925	lasisarsa			
MX.5087327		heimo	Atherinopsidae		grunionit			
		suku	Atherinella	Steindachner, 1875				
			Atherinella alvarezi	(Díaz-Pardo, 1972)	kuuhopeakylki			
		suku	Atherinops	Steindachner, 1876				
			Atherinops affinis	(Ayres, 1860)	hoikkahopeakylki			
		suku	Labidesthes	Cope, 1870				
			Labidesthes sicculus	(Cope, 1865)	purohopeakylki	neonjuovakylki		
		suku	Leuresthes	Jordan & Gilbert, 1880				
			Leuresthes sardina	(Jenkins & Evermann, 1889)	lahtigrunion			
			Leuresthes tenuis	(Ayres, 1860)	grunion			
		suku	Menidia	Bonaparte, 1836				
			Menidia beryllina	(Cope, 1867)	mississipinhopeakylki			
			Menidia menidia	(Linnaeus, 1766)	atlantinhopeakylki			
MX.5090021		suku	Odontesthes	Evermann & Kendall, 1906				
MX.5090022			Odontesthes bonariensis	(Valenciennes, 1835)	kuningashopeakylki			
MX.5084361		lahko	Cyprinodontiformes		hammaskarppikalat			
MX.5086725		alalahko	Aplocheiloidei					
MX.5086726		heimo	Aplocheilidae		vaanijat			
		suku	Aplocheilus	McClelland, 1839				
			Aplocheilus blockii 	Arnold, 1911 	timanttivaanija			
			Aplocheilus dayi 	Steindachner, 1892 	vihervaanija			
			Aplocheilus parvus 	(Sundara Raj, 1916) 	juovavaanija			
			Aplocheilus werneri 	Meinken, 1966	sinivaanija			
		suku	Pachypanchax	Myers, 1933				
			Pachypanchax arnoulti 	Loiselle, 2006	kääpiövaanija			
			Pachypanchax omalonotus 	(Duméril, 1861) 	viherkäpykilli			
			Pachypanchax playfairii 	(Günther, 1866) 	käpykilli			
			Pachypanchax sakaramyi 	(Holly, 1928)	kirjokäpykilli			
MX.5086727		heimo	Nothobranchiidae		vanhanmaailmankillit			
		suku	Aphyosemion	Myers, 1924				
			Aphyosemion abacinum	Huber, 1976	hurmeviiripyrstö			
			Aphyosemion ahli	Myers, 1933	keltasaumaviiripyrstö			
			Aphyosemion alpha	Huber, 1998	keisariviiripyrstö			
			Aphyosemion amoenum	Radda & Pürzl, 1976	punaeväviiripyrstö			
			Aphyosemion aureum	Radda, 1980	aprikoosiviiripyrstö			
			Aphyosemion australe	(Rachow, 1921)	kirjoviiripyrstö			
			Aphyosemion bamilekorum	Radda, 1971	ruskoviiripyrstö			
			Aphyosemion batesii	(Boulenger, 1911)	keltaeväviiripyrstö			
			Aphyosemion bitaeniatum	(Ahl, 1924)	loistoviiripyrstö			
			Aphyosemion bivittatum	(Lönnberg, 1895)	kaksijuovaviiripyrstö			
			Aphyosemion boehmi 	Radda & Huber, 1977	tulitäpläviiripyrstö			
			Aphyosemion bualanum	(Ahl, 1924)	savanniviiripyrstö			
			Aphyosemion buytaerti	Radda & Huber, 1978	kultahohdeviiripyrstö			
			Aphyosemion calliurum	(Boulenger, 1911)	sahramiviiripyrstö			
			Aphyosemion cameronense	(Boulenger, 1903)	teräsviiripyrstö			
			Aphyosemion caudofasciatum	Huber & Radda, 1979	pantaviiripyrstö			
			Aphyosemion celiae	Scheel, 1971	ruskosaumaviiripyrstö			
			Aphyosemion chauchei	Huber & Scheel, 1981	neoneväviiripyrstö			
			Aphyosemion christyi	(Boulenger, 1915)	liehuviiripyrstö			
			Aphyosemion citrineipinnis	Huber & Radda, 1977	sitruunaviiripyrstö			
			Aphyosemion coeleste	Huber & Radda, 1977	kultaeväviiripyrstö			
			Aphyosemion cognatum	Meinken, 1951	punaviiripyrstö			
			Aphyosemion congicum	(Ahl, 1924)	kultakylkiviiripyrstö			
			Aphyosemion cyanostictum	Lambert & Géry, 1968	timanttiviiripyrstö			
			Aphyosemion dargei	Amiet, 1987	punaraitaviiripyrstö			
			Aphyosemion decorsei	(Pellegrin, 1904)	punapilkkuviiripyrstö			
			Aphyosemion edeanum	Amiet, 1987	karmiiniviiripyrstö			
			Aphyosemion elberti	(Ahl, 1924)	tuliraitaviiripyrstö			
			Aphyosemion elegans	(Boulenger, 1899)	koruviiripyrstö			
			Aphyosemion escherichi	(Ahl, 1924)	juovaviiripyrstö			
			Aphyosemion exigoideum	Radda & Huber, 1977	rubiiniviiripyrstö			
			Aphyosemion exiguum	(Boulenger, 1911)	kultaviiripyrstö			
			Aphyosemion franzwerneri	Scheel, 1971	tokkoviiripyrstö			
			Aphyosemion fulgens	Radda, 1975	oranssiviiripyrstö			
			Aphyosemion gabunense	Radda, 1975	tuliviiripyrstö			
			Aphyosemion georgiae	Lambert & Géry, 1968	purppuraviiripyrstö			
			Aphyosemion hanneloreae	Radda & Pürzl, 1985	punakurkkuviiripyrstö			
			Aphyosemion heinemanni	Berkenkamp, 1983	suklaaviiripyrstö			
			Aphyosemion herzogi	Radda, 1975	karpaloviiripyrstö			
			Aphyosemion hofmanni	Radda, 1980	linjaviiripyrstö			
			Aphyosemion joergenscheeli	Huber & Radda, 1977	liekkiviiripyrstö			
			Aphyosemion labarrei	Poll, 1951	neonviiripyrstö			
			Aphyosemion lamberti	Radda & Huber, 1977	kobolttiviiripyrstö			
			Aphyosemion lefiniense	Woeltjes, 1984	keltakärkiviiripyrstö			
			Aphyosemion loennbergii	(Boulenger, 1903)	kupariviiripyrstö			
			Aphyosemion louessense	(Pellegrin, 1931)	pastelliviiripyrstö			
			Aphyosemion lugens	Amiet, 1991	suruviiripyrstö			
			Aphyosemion lujae	(Boulenger, 1911)	kongonviiripyrstö			
			Aphyosemion maculatum	Radda & Pürzl, 1977	laikkuviiripyrstö			
			Aphyosemion malumbresi	Legros & Zentz, 2006	safiirieväviiripyrstö			
			Aphyosemion mimbon	Huber, 1977	voiviiripyrstö			
			Aphyosemion ocellatum	Huber & Radda, 1977	luomiviiripyrstö			
			Aphyosemion ogoense	(Pellegrin, 1930)	täpläjuovaviiripyrstö			
			Aphyosemion pascheni	(Ahl, 1928)	harmaaviiripyrstö			
			Aphyosemion passaroi	Huber, 1994	tummaviiripyrstö			
			Aphyosemion poliaki	Amiet, 1991	lyhtyviiripyrstö			
			Aphyosemion primigenium	Radda & Huber, 1977	punalinjaviiripyrstö			
			Aphyosemion punctatum	Radda & Pürzl, 1977	pilkkuviiripyrstö			
			Aphyosemion raddai	Scheel, 1975	tulijuovaviiripyrstö			
			Aphyosemion rectogoense	Radda & Huber, 1977	kardinaaliviiripyrstö			
			Aphyosemion riggenbachi	(Ahl, 1924)	hohkaviiripyrstö			
			Aphyosemion schioetzi	Huber & Scheel, 1981	aurinkoviiripyrstö			
			Aphyosemion schluppi	Radda & Huber, 1978	välkeviiripyrstö			
			Aphyosemion splendopleure	(Brüning, 1929)	huntuviiripyrstö			
			Aphyosemion striatum	(Boulenger, 1911)	punajuovaviiripyrstö			
			Aphyosemion thysi	Radda & Huber, 1978	viiruviiripyrstö			
			Aphyosemion wachtersi	Radda & Huber, 1978	keltaviiripyrstö			
			Aphyosemion wildekampi	Berkenkamp, 1973	kirsikkaviiripyrstö			
			Aphyosemion zygaima	Huber, 1981	rusoviiripyrstö			
		suku	Archiaphyosemion	Radda, 1977				
			Archiaphyosemion guineense	(Daget, 1954)	valkosaumaviiripyrstö			
		suku	Callopanchax	Myers, 1933				
			Callopanchax monroviae	(Roloff & Ladiges, 1972)	kaunoviiripyrstö			
			Callopanchax occidentalis	(Clausen, 1966)	fasaaniviiripyrstö			
			Callopanchax toddi	(Clausen, 1966)	viidakkoviiripyrstö			
		suku	Epiplatys	Gill, 1862				
			Epiplatys annulatus	(Boulenger, 1915)	vyövaanija			
			Epiplatys ansorgii	(Boulenger, 1911)	hehkuvaanija			
			Epiplatys barmoiensis	Scheel, 1968	valkojuovavaanija			
			Epiplatys biafranus	Radda, 1970	metallivaanija			
			Epiplatys bifasciatus	(Steindachner, 1881)	kaksijuovavaanija			
			Epiplatys boulengeri 	(Pellegrin, 1926)	kirsikkavaanija			
			Epiplatys chaperi	(Sauvage, 1882)	keltavaanija			
			Epiplatys chevalieri	(Pellegrin, 1904)	punajuovavaanija			
			Epiplatys coccinatus	Berkenkamp & Etzel, 1982	purppuravaanija			
			Epiplatys dageti	Poll, 1953	kiilavaanija			
			Epiplatys duboisi	Poll, 1952	pikkuvaanija			
			Epiplatys esekanus	Scheel, 1968	rubiinivaanija			
			Epiplatys fasciolatus	(Günther, 1866)	kirjovaanija			
			Epiplatys grahami	(Boulenger, 1911)	lampivaanija			
			Epiplatys guineensis	Romand, 1994	guineanvaanija			
			Epiplatys hildegardae	Berkenkamp, 1978	punapilkkuvaanija			
			Epiplatys huberi	(Radda & Pürzl, 1981)	violettivaanija			
			Epiplatys infrafasciatus	(Günther, 1866)	oranssievävaanija			
			Epiplatys lamottei	Daget, 1954	kobolttivaanija			
			Epiplatys longiventralis	(Boulenger, 1911)	hohtovaanija			
			Epiplatys maeseni??	(Poll, 1941)	paahdeviiripyrstö			
			Epiplatys mesogramma	Huber, 1980	laikkuvaanija			
			Epiplatys multifasciatus	(Boulenger, 1913)	raitavaanija			
			Epiplatys njalaensis	Neumann, 1976	sateenkaarivaanija			
			Epiplatys olbrechtsi	Poll, 1941	loistovaanija			
			Epiplatys roloffi	Romand, 1978	viherhohtovaanija			
			Epiplatys ruhkopfi	Berkenkamp & Etzel, 1980	rusovaanija			
			Epiplatys sangmelinensis	(Ahl, 1928)	viidakkovaanija			
			Epiplatys sexfasciatus	Gill, 1862	isovaanija			
			Epiplatys singa	(Boulenger, 1899)	korundivaanija			
			Epiplatys spilargyreius	(Duméril, 1861)	savannivaanija			
		suku	Episemion	Radda & Pürzl, 1987				
			Episemion callipteron 	Radda & Pürzl, 1987	koruvaanija			
		suku	Fenerbahce	Özdikmen, Polat, Yilmaz & Yazicioglu, 2006				
			Fenerbahce formosus	(Huber, 1979)	kääpiöviiripyrstö			
		suku	Foerschichthys	Scheel & Romand, 1981				
			Foerschichthys flavipinnis	(Meinken, 1932)	keltaeväkilli			
		suku	Fundulopanchax	Myers, 1924				
			Fundulopanchax amieti	(Radda, 1976)	kameruninviiripyrstö			
			Fundulopanchax arnoldi	(Boulenger, 1908)	orvokkiviiripyrstö			
			Fundulopanchax cinnamomeus	(Clausen, 1963)	kaneliviiripyrstö			
			Fundulopanchax deltaensis	(Radda, 1976)	suistoviiripyrstö			
			Fundulopanchax fallax	(Ahl, 1935)	hehkuviiripyrstö			
			Fundulopanchax filamentosus	Meinken, 1933	rihmaviiripyrstö			
			Fundulopanchax gardneri	(Boulenger, 1911)	täpläviiripyrstö			
			Fundulopanchax gularis	(Boulenger, 1902)	hohtoviiripyrstö			
			Fundulopanchax intermittens	(Radda, 1974)	kultasaumaviiripyrstö			
			Fundulopanchax marmoratus	(Radda, 1973)	marmoriviiripyrstö			
			Fundulopanchax mirabilis	(Radda, 1970)	lasuuriviiripyrstö			
			Fundulopanchax ndianus	(Scheel, 1968)	korundiviiripyrstö			
			Fundulopanchax oeseri	(Schmidt, 1928)	palettiviiripyrstö			
			Fundulopanchax puerzli	(Radda & Scheel, 1974)	miekkaviiripyrstö			
			Fundulopanchax robertsoni	(Radda & Scheel, 1974)	purjeviiripyrstö			
			Fundulopanchax rubrolabialis	(Radda, 1973)	punahuuliviiripyrstö			
			Fundulopanchax scheeli	(Radda, 1970)	turkoosiviiripyrstö			
			Fundulopanchax sjostedti	(Lönnberg, 1895)	siniviiripyrstö			
			Fundulopanchax spoorenbergi	(Berkenkamp, 1976)	merkkiviiripyrstö			
			Fundulopanchax walkeri	(Boulenger, 1911)	safiiriviiripyrstö			
		suku	Fundulosoma	Ahl, 1924				
			Fundulosoma thierryi 	Ahl, 1924	pikkuviiripyrstö			
		suku	Nimbapanchax	Sonnenberg & Busch, 2009				
			Nimbapanchax jeanpoli	(Berkenkamp & Etzel, 1979)	turkoosieväviiripyrstö			
			Nimbapanchax petersi	(Sauvage, 1882)	aarniviiripyrstö			
			Nimbapanchax viridis	(Ladiges & Roloff, 1973)	viherviiripyrstö			
		suku	Nothobranchius	Peters, 1868	viuhkapyrstöt			
			Nothobranchius cardinalis	Watters, Cooper & Wildekamp, 2008	kardinaaliviuhkapyrstö			
			Nothobranchius eggersi	Seegers, 1982	orkideaviuhkapyrstö			
			Nothobranchius elongatus	Wildekamp, 1982	soukkaviuhkapyrstö			
			Nothobranchius fasciatus	Wildekamp & Haas, 1992	sepelviuhkapyrstö			
			Nothobranchius foerschi	Wildekamp & Berkenkamp, 1979	punaviuhkapyrstö			
			Nothobranchius furzeri	Jubb, 1971	sokkeloviuhkapyrstö			
			Nothobranchius fuscotaeniatus	Seegers, 1997	kobolttiviuhkapyrstö			
			Nothobranchius guentheri	(Pfeffer, 1893)	kirjoviuhkapyrstö			
			Nothobranchius hassoni	Valdesalici & Wildekamp, 2004	sinisuomuviuhkapyrstö			
			Nothobranchius ivanovae	Valdesalici, 2012	safiiriviuhkapyrstö			
			Nothobranchius janpapi	Wildekamp, 1977	kääpiöviuhkapyrstö			
			Nothobranchius jubbi	Wildekamp & Berkenkamp, 1979	metalliviuhkapyrstö			
			Nothobranchius kafuensis	Wildekamp & Rosenstock, 1989	heloviuhkapyrstö			
			Nothobranchius kirki	Jubb, 1969	tuliviuhkapyrstö			
			Nothobranchius korthausae	Meinken, 1973	smaragdiviuhkapyrstö			
			Nothobranchius lourensi	Wildekamp, 1977	turkoosiviuhkapyrstö			
			Nothobranchius luekei	Seegers, 1984	sateenkaariviuhkapyrstö			
			Nothobranchius melanospilus	(Pfeffer, 1896)	palettiviuhkapyrstö			
			Nothobranchius microlepis	(Vinciguerra, 1897)	suomuviuhkapyrstö			
			Nothobranchius neumanni	(Hilgendorf, 1905)	saumaviuhkapyrstö			
			Nothobranchius ocellatus	(Seegers, 1985)	haukiviuhkapyrstö			
			Nothobranchius orthonotus	(Peters, 1844)	helmiäisviuhkapyrstö			
			Nothobranchius palmqvisti	(Lönnberg, 1907)	hohtoviuhkapyrstö			
			Nothobranchius patrizii	(Vinciguerra, 1927)	siniviuhkapyrstö			
			Nothobranchius polli	Wildekamp, 1978	koruviuhkapyrstö			
			Nothobranchius rachovii	Ahl, 1926	loistoviuhkapyrstö			
			Nothobranchius robustus	Ahl, 1935	kardinaaliviuhkapyrstö			
			Nothobranchius rubripinnis	Seegers, 1986	rubiiniviuhkapyrstö			
			Nothobranchius steinforti	Wildekamp, 1977	teräsviuhkapyrstö			
			Nothobranchius symoensi	Wildekamp, 1978	ruosteviuhkapyrstö			
			Nothobranchius taeniopygus	Hilgendorf, 1891	kultaviuhkapyrstö			
			Nothobranchius ugandensis	Wildekamp, 1994	sinieväviuhkapyrstö			
			Nothobranchius vosseleri	Ahl, 1924	hehkuviuhkapyrstö			
			Nothobranchius willerti	Wildekamp, 1992	kenianviuhkapyrstö			
		suku	Pronothobranchius	Radda, 1969				
			Pronothobranchius kiyawensis	(Ahl, 1928)	riviviuhkapyrstö			
		suku	Scriptaphyosemion	Radda & Pürzl, 1987				
			Scriptaphyosemion banforense	(Seegers, 1982)	viherkylkiviiripyrstö			
			Scriptaphyosemion bertholdi	(Roloff, 1965)	paloviiripyrstö			
			Scriptaphyosemion brueningi	(Roloff, 1971)	tulisaumaviiripyrstö			
			Scriptaphyosemion cauveti	(Romand & Ozouf-Costaz, 1995)	veriviiripyrstö			
			Scriptaphyosemion geryi	(Lambert, 1958)	sahaviiripyrstö			
			Scriptaphyosemion guignardi	(Romand, 1981)	ruohoviiripyrstö			
			Scriptaphyosemion liberiense	(Boulenger, 1908)	liberianviiripyrstö			
			Scriptaphyosemion roloffi	(Roloff, 1936)	mosaiikkiviiripyrstö			
MX.5086728		heimo	Rivulidae		uudenmaailmankillit			
		suku	Anablepsoides 	Huber, 1992				
			Anablepsoides amphoreus	(Huber, 1979)	meripihkariippuja			
			Anablepsoides atratus	(Garman, 1895)	puikkoriippuja			
			Anablepsoides christinae	(Huber, 1992)	punajuovariippuja			
			Anablepsoides cryptocallus	(Seegers, 1980)	smaragdiriippuja			
			Anablepsoides deltaphilus	(Seegers, 1983)	suistoriippuja			
			Anablepsoides derhami	(Fels & Huber, 1985)	sepelriippuja			
			Anablepsoides elongatus	(Fels & de Rham, 1981)	soukkariippuja			
			Anablepsoides erberi	(Berkenkamp, 1989)	neonriippuja			
			Anablepsoides fransvermeuleni	Valdesalici, 2015	rubiinijuovariippuja			
			Anablepsoides hartii	(Boulenger, 1890)	isoriippuja			
